"","sector","kwh_delivered","util_reported_co2e","mWh_delivered","city_name","utility_name","year","source","sector_mapped","ctu_class","ctu_name"
"3655","Residential",95157939.07,23884.64270657,95157.93907,"City of Inver Grove Heights","Xcel Energy",2023,"Electricity","residential","CITY","Inver Grove Heights"
"3656","Street Lighting - Metered",122436,30.731436,122.436,"City of Inver Grove Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Inver Grove Heights"
"3657","Street Lighting - Non-Metered/Customer Owned",73856,18.537856,73.856,"City of Inver Grove Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Inver Grove Heights"
"3658","Street Lighting - Non-Metered/Xcel-Owned",414661,104.079911,414.661,"City of Inver Grove Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Inver Grove Heights"
"3659","Commercial",12248868,3074.465868,12248.868,"City of Jordan","Xcel Energy",2023,"Electricity","commercial","CITY","Jordan"
"3660","Industrial",4487303,1126.313053,4487.303,"City of Jordan","Xcel Energy",2023,"Electricity","industrial","CITY","Jordan"
"3661","Residential",13437515,3372.816265,13437.515,"City of Jordan","Xcel Energy",2023,"Electricity","residential","CITY","Jordan"
"3662","Street Lighting - Non-Metered/Customer Owned",92424,23.198424,92.424,"City of Jordan","Xcel Energy",2023,"Electricity","commercial","CITY","Jordan"
"3663","Street Lighting - Non-Metered/Xcel-Owned",80007,20.081757,80.007,"City of Jordan","Xcel Energy",2023,"Electricity","commercial","CITY","Jordan"
"3664","Commercial",251893,63.225143,251.893,"City of Kasson","Xcel Energy",2023,"Electricity","commercial","CITY","Kasson"
"3665","Residential",60707,15.237457,60.707,"City of Kasson","Xcel Energy",2023,"Electricity","residential","CITY","Kasson"
"3666","Street Lighting - Non-Metered/Xcel-Owned",1277,0.320527,1.277,"City of Kasson","Xcel Energy",2023,"Electricity","commercial","CITY","Kasson"
"3667","Commercial",6027114.82,1512.80581982,6027.11482,"City of La Crescent","Xcel Energy",2023,"Electricity","commercial","CITY","La Crescent"
"3668","Industrial",3434871,862.152621,3434.871,"City of La Crescent","Xcel Energy",2023,"Electricity","industrial","CITY","La Crescent"
"3669","Residential",18024197.94,4524.07368294,18024.19794,"City of La Crescent","Xcel Energy",2023,"Electricity","residential","CITY","La Crescent"
"3670","Street Lighting - Metered",6360,1.59636,6.36,"City of La Crescent","Xcel Energy",2023,"Electricity","commercial","CITY","La Crescent"
"3671","Street Lighting - Non-Metered/Customer Owned",25730,6.45823,25.73,"City of La Crescent","Xcel Energy",2023,"Electricity","commercial","CITY","La Crescent"
"3672","Street Lighting - Non-Metered/Xcel-Owned",62697,15.736947,62.697,"City of La Crescent","Xcel Energy",2023,"Electricity","commercial","CITY","La Crescent"
"3673","Residential",NA,NA,NA,"City of Lake Crystal","Xcel Energy",2023,"Electricity","residential","CITY","Lake Crystal"
"3674","Commercial",12622907,3168.349657,12622.907,"City of Lake Elmo","Xcel Energy",2023,"Electricity","commercial","CITY","Lake Elmo"
"3675","Industrial",12587969,3159.580219,12587.969,"City of Lake Elmo","Xcel Energy",2023,"Electricity","industrial","CITY","Lake Elmo"
"3676","Residential",56044168.12,14067.08619812,56044.16812,"City of Lake Elmo","Xcel Energy",2023,"Electricity","residential","CITY","Lake Elmo"
"3677","Street Lighting - Metered",99102,24.874602,99.102,"City of Lake Elmo","Xcel Energy",2023,"Electricity","commercial","CITY","Lake Elmo"
"3678","Street Lighting - Non-Metered/Customer Owned",2554,0.641054,2.554,"City of Lake Elmo","Xcel Energy",2023,"Electricity","commercial","CITY","Lake Elmo"
"3679","Street Lighting - Non-Metered/Xcel-Owned",177544,44.563544,177.544,"City of Lake Elmo","Xcel Energy",2023,"Electricity","commercial","CITY","Lake Elmo"
"3680","Business *",130469684,32747.890684,130469.684,"City of Lakeville","Xcel Energy",2023,"Electricity","Business","CITY","Lakeville"
"3681","Residential",47556764.33,11936.74784683,47556.76433,"City of Lakeville","Xcel Energy",2023,"Electricity","residential","CITY","Lakeville"
"3682","Street Lighting - Metered",937,0.235187,0.937,"City of Lakeville","Xcel Energy",2023,"Electricity","commercial","CITY","Lakeville"
"3683","Street Lighting - Non-Metered/Customer Owned",57190,14.35469,57.19,"City of Lakeville","Xcel Energy",2023,"Electricity","commercial","CITY","Lakeville"
"3684","Street Lighting - Non-Metered/Xcel-Owned",654574,164.298074,654.574,"City of Lakeville","Xcel Energy",2023,"Electricity","commercial","CITY","Lakeville"
"3685","Business",9608978,2411.853478,9608.978,"City of Lauderdale","Xcel Energy",2023,"Electricity","Business","CITY","Lauderdale"
"3686","Residential",6037867.97,1515.50486047,6037.86797,"City of Lauderdale","Xcel Energy",2023,"Electricity","residential","CITY","Lauderdale"
"3687","Street Lighting - Metered",34342,8.619842,34.342,"City of Lauderdale","Xcel Energy",2023,"Electricity","commercial","CITY","Lauderdale"
"3688","Street Lighting - Non-Metered/Customer Owned",1972,0.494972,1.972,"City of Lauderdale","Xcel Energy",2023,"Electricity","commercial","CITY","Lauderdale"
"3689","Street Lighting - Non-Metered/Xcel-Owned",10026,2.516526,10.026,"City of Lauderdale","Xcel Energy",2023,"Electricity","commercial","CITY","Lauderdale"
"3690","Business",6242947,1566.979697,6242.947,"City of Lexington","Xcel Energy",2023,"Electricity","Business","CITY","Lexington"
"3691","Residential",5039145,1264.825395,5039.145,"City of Lexington","Xcel Energy",2023,"Electricity","residential","CITY","Lexington"
"3692","Street Lighting - Non-Metered/Customer Owned",4946,1.241446,4.946,"City of Lexington","Xcel Energy",2023,"Electricity","commercial","CITY","Lexington"
"3693","Street Lighting - Non-Metered/Xcel-Owned",9136,2.293136,9.136,"City of Lexington","Xcel Energy",2023,"Electricity","commercial","CITY","Lexington"
"3694","Business",23254383,5836.850133,23254.383,"City of Mahtomedi","Xcel Energy",2023,"Electricity","Business","CITY","Mahtomedi"
"3695","Residential",28003953,7028.992203,28003.953,"City of Mahtomedi","Xcel Energy",2023,"Electricity","residential","CITY","Mahtomedi"
"3696","Street Lighting - Metered",73338,18.407838,73.338,"City of Mahtomedi","Xcel Energy",2023,"Electricity","commercial","CITY","Mahtomedi"
"3697","Street Lighting - Non-Metered/Customer Owned",34069,8.551319,34.069,"City of Mahtomedi","Xcel Energy",2023,"Electricity","commercial","CITY","Mahtomedi"
"3698","Street Lighting - Non-Metered/Xcel-Owned",35929,9.018179,35.929,"City of Mahtomedi","Xcel Energy",2023,"Electricity","commercial","CITY","Mahtomedi"
"3699","Commercial",178784225,44874.840475,178784.225,"City of Mankato","Xcel Energy",2023,"Electricity","commercial","CITY","Mankato"
"3700","Industrial",289524382,72670.619882,289524.382,"City of Mankato","Xcel Energy",2023,"Electricity","industrial","CITY","Mankato"
"3701","Residential",116360821.98,29206.56631698,116360.82198,"City of Mankato","Xcel Energy",2023,"Electricity","residential","CITY","Mankato"
"3702","Street Lighting - Metered",508077,127.527327,508.077,"City of Mankato","Xcel Energy",2023,"Electricity","commercial","CITY","Mankato"
"3703","Street Lighting - Non-Metered/Customer Owned",199066,49.965566,199.066,"City of Mankato","Xcel Energy",2023,"Electricity","commercial","CITY","Mankato"
"3704","Street Lighting - Non-Metered/Xcel-Owned",227315,57.056065,227.315,"City of Mankato","Xcel Energy",2023,"Electricity","commercial","CITY","Mankato"
"3705","Business *",224564730.64,56365.74739064,224564.73064,"City of Maple Grove","Xcel Energy",2023,"Electricity","Business","CITY","Maple Grove"
"3706","Residential",135520405.97,34015.62189847,135520.40597,"City of Maple Grove","Xcel Energy",2023,"Electricity","residential","CITY","Maple Grove"
"3707","Street Lighting - Metered",257639,64.667389,257.639,"City of Maple Grove","Xcel Energy",2023,"Electricity","commercial","CITY","Maple Grove"
"3708","Street Lighting - Non-Metered/Customer Owned",580713,145.758963,580.713,"City of Maple Grove","Xcel Energy",2023,"Electricity","commercial","CITY","Maple Grove"
"3709","Street Lighting - Non-Metered/Xcel-Owned",343880,86.31388,343.88,"City of Maple Grove","Xcel Energy",2023,"Electricity","commercial","CITY","Maple Grove"
"3710","Business",315406153,79166.944403,315406.153,"City of Maplewood","Xcel Energy",2023,"Electricity","Business","CITY","Maplewood"
"3711","Residential",115843647.97,29076.75564047,115843.64797,"City of Maplewood","Xcel Energy",2023,"Electricity","residential","CITY","Maplewood"
"3712","Street Lighting - Metered",277470,69.64497,277.47,"City of Maplewood","Xcel Energy",2023,"Electricity","commercial","CITY","Maplewood"
"3713","Street Lighting - Non-Metered/Customer Owned",234868,58.951868,234.868,"City of Maplewood","Xcel Energy",2023,"Electricity","commercial","CITY","Maplewood"
"3714","Street Lighting - Non-Metered/Xcel-Owned",213505,53.589755,213.505,"City of Maplewood","Xcel Energy",2023,"Electricity","commercial","CITY","Maplewood"
"3715","Street Lighting - Non-Metered/Xcel-Owned",12169,3.054419,12.169,"City of Marine On St Croix","Xcel Energy",2023,"Electricity","commercial","CITY","Marine On St Croix"
"3716","Commercial",3157686,792.579186,3157.686,"City of Mayer","Xcel Energy",2023,"Electricity","commercial","CITY","Mayer"
"3717","Industrial",106907,26.833657,106.907,"City of Mayer","Xcel Energy",2023,"Electricity","industrial","CITY","Mayer"
"3718","Residential",6404535,1607.538285,6404.535,"City of Mayer","Xcel Energy",2023,"Electricity","residential","CITY","Mayer"
"3719","Street Lighting - Non-Metered/Customer Owned",48373,12.141623,48.373,"City of Mayer","Xcel Energy",2023,"Electricity","commercial","CITY","Mayer"
"3720","Street Lighting - Non-Metered/Xcel-Owned",53156,13.342156,53.156,"City of Mayer","Xcel Energy",2023,"Electricity","commercial","CITY","Mayer"
"3721","Business *",2523422342.67,633379.00801017,2523422.34267,"City of Minneapolis","Xcel Energy",2023,"Electricity","Business","CITY","Minneapolis"
"3722","Residential",1084564724.64,272225.74588464,1084564.72464,"City of Minneapolis","Xcel Energy",2023,"Electricity","residential","CITY","Minneapolis"
"3723","Street Lighting - Metered",10720269,2690.787519,10720.269,"City of Minneapolis","Xcel Energy",2023,"Electricity","commercial","CITY","Minneapolis"
"3724","Street Lighting - Non-Metered/Customer Owned",1846751,463.534501,1846.751,"City of Minneapolis","Xcel Energy",2023,"Electricity","commercial","CITY","Minneapolis"
"3725","Street Lighting - Non-Metered/Xcel-Owned",4472970,1122.71547,4472.97,"City of Minneapolis","Xcel Energy",2023,"Electricity","commercial","CITY","Minneapolis"
"3726","Business *",345067668,86611.984668,345067.668,"City of Minnetonka","Xcel Energy",2023,"Electricity","Business","CITY","Minnetonka"
"3727","Residential",202643093,50863.416343,202643.093,"City of Minnetonka","Xcel Energy",2023,"Electricity","residential","CITY","Minnetonka"
"3728","Street Lighting - Metered",332625,83.488875,332.625,"City of Minnetonka","Xcel Energy",2023,"Electricity","commercial","CITY","Minnetonka"
"3729","Street Lighting - Non-Metered/Customer Owned",279210,70.08171,279.21,"City of Minnetonka","Xcel Energy",2023,"Electricity","commercial","CITY","Minnetonka"
"3730","Street Lighting - Non-Metered/Xcel-Owned",478055,119.991805,478.055,"City of Minnetonka","Xcel Energy",2023,"Electricity","commercial","CITY","Minnetonka"
"3731","Business",42985510,10789.36301,42985.51,"City of Montevideo","Xcel Energy",2023,"Electricity","Business","CITY","Montevideo"
"3732","Residential",22216116,5576.245116,22216.116,"City of Montevideo","Xcel Energy",2023,"Electricity","residential","CITY","Montevideo"
"3733","Street Lighting - Metered",3068,0.770068,3.068,"City of Montevideo","Xcel Energy",2023,"Electricity","commercial","CITY","Montevideo"
"3734","Street Lighting - Non-Metered/Customer Owned",251000,63.001,251,"City of Montevideo","Xcel Energy",2023,"Electricity","commercial","CITY","Montevideo"
"3735","Street Lighting - Non-Metered/Xcel-Owned",131828,33.088828,131.828,"City of Montevideo","Xcel Energy",2023,"Electricity","commercial","CITY","Montevideo"
"3736","Business *",NA,NA,NA,"City of Moorhead","Xcel Energy",2023,"Electricity","Business","CITY","Moorhead"
"3737","Residential",97040,24.35704,97.04,"City of Moorhead","Xcel Energy",2023,"Electricity","residential","CITY","Moorhead"
"3738","Street Lighting - Metered",955,0.239705,0.955,"City of Moorhead","Xcel Energy",2023,"Electricity","commercial","CITY","Moorhead"
"3739","Business *",3176685,1353.26781,3176.685,"City of Morrison","Xcel Energy",2023,"Electricity","Business","CITY","Morrison"
"3740","Residential",1106874,471.528324,1106.874,"City of Morrison","Xcel Energy",2023,"Electricity","residential","CITY","Morrison"
"3741","Street Lighting - Non-Metered/Xcel-Owned",39319,16.749894,39.319,"City of Morrison","Xcel Energy",2023,"Electricity","commercial","CITY","Morrison"
"3742","Commercial",14318949,3594.056199,14318.949,"City of Mounds View","Xcel Energy",2023,"Electricity","commercial","CITY","Mounds View"
"3743","Industrial",51772679,12994.942429,51772.679,"City of Mounds View","Xcel Energy",2023,"Electricity","industrial","CITY","Mounds View"
"3744","Residential",37322781,9368.018031,37322.781,"City of Mounds View","Xcel Energy",2023,"Electricity","residential","CITY","Mounds View"
"3745","Street Lighting - Metered",48453,12.161703,48.453,"City of Mounds View","Xcel Energy",2023,"Electricity","commercial","CITY","Mounds View"
"3746","Street Lighting - Non-Metered/Customer Owned",24541,6.159791,24.541,"City of Mounds View","Xcel Energy",2023,"Electricity","commercial","CITY","Mounds View"
"3747","Street Lighting - Non-Metered/Xcel-Owned",158129,39.690379,158.129,"City of Mounds View","Xcel Energy",2023,"Electricity","commercial","CITY","Mounds View"
"3748","Commercial",38770447,9731.382197,38770.447,"City of New Brighton","Xcel Energy",2023,"Electricity","commercial","CITY","New Brighton"
"3749","Industrial",65991428,16563.848428,65991.428,"City of New Brighton","Xcel Energy",2023,"Electricity","industrial","CITY","New Brighton"
"3750","Residential",66323122,16647.103622,66323.122,"City of New Brighton","Xcel Energy",2023,"Electricity","residential","CITY","New Brighton"
"3751","Street Lighting - Metered",147487,37.019237,147.487,"City of New Brighton","Xcel Energy",2023,"Electricity","commercial","CITY","New Brighton"
"3752","Street Lighting - Non-Metered/Customer Owned",120543,30.256293,120.543,"City of New Brighton","Xcel Energy",2023,"Electricity","commercial","CITY","New Brighton"
"3753","Street Lighting - Non-Metered/Xcel-Owned",112148,28.149148,112.148,"City of New Brighton","Xcel Energy",2023,"Electricity","commercial","CITY","New Brighton"
"3754","Business",819022,205.574522,819.022,"City of New Germany","Xcel Energy",2023,"Electricity","Business","CITY","New Germany"
"3755","Residential",1784119,447.813869,1784.119,"City of New Germany","Xcel Energy",2023,"Electricity","residential","CITY","New Germany"
"3756","Street Lighting - Non-Metered/Xcel-Owned",10276,2.579276,10.276,"City of New Germany","Xcel Energy",2023,"Electricity","commercial","CITY","New Germany"
"3757","Business *",122903812.94,30848.85704794,122903.81294,"City of New Hope","Xcel Energy",2023,"Electricity","Business","CITY","New Hope"
"3758","Residential",55907711.94,14032.83569694,55907.71194,"City of New Hope","Xcel Energy",2023,"Electricity","residential","CITY","New Hope"
"3759","Street Lighting - Metered",156919,39.386669,156.919,"City of New Hope","Xcel Energy",2023,"Electricity","commercial","CITY","New Hope"
"3760","Street Lighting - Non-Metered/Customer Owned",94756,23.783756,94.756,"City of New Hope","Xcel Energy",2023,"Electricity","commercial","CITY","New Hope"
"3761","Street Lighting - Non-Metered/Xcel-Owned",108801,27.309051,108.801,"City of New Hope","Xcel Energy",2023,"Electricity","commercial","CITY","New Hope"
"3762","Business",3984150,1000.02165,3984.15,"City of New London","Xcel Energy",2023,"Electricity","Business","CITY","New London"
"3763","Residential",3855098,967.629598,3855.098,"City of New London","Xcel Energy",2023,"Electricity","residential","CITY","New London"
"3764","Street Lighting - Metered",4419,1.109169,4.419,"City of New London","Xcel Energy",2023,"Electricity","commercial","CITY","New London"
"3765","Street Lighting - Non-Metered/Xcel-Owned",45597,11.444847,45.597,"City of New London","Xcel Energy",2023,"Electricity","commercial","CITY","New London"
"3766","Business *",29980967,7525.222717,29980.967,"City of Newport","Xcel Energy",2023,"Electricity","Business","CITY","Newport"
"3767","Residential",14877705,3734.303955,14877.705,"City of Newport","Xcel Energy",2023,"Electricity","residential","CITY","Newport"
"3768","Street Lighting - Metered",163929,41.146179,163.929,"City of Newport","Xcel Energy",2023,"Electricity","commercial","CITY","Newport"
"3769","Street Lighting - Non-Metered/Xcel-Owned",51589,12.948839,51.589,"City of Newport","Xcel Energy",2023,"Electricity","commercial","CITY","Newport"
"3770","Business *",NA,NA,NA,"City of North Saint Paul","Xcel Energy",2023,"Electricity","Business","CITY","North Saint Paul"
"3771","Street Lighting - Metered",4792,1.202792,4.792,"City of North Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","North Saint Paul"
"3772","Business",213914376.91,53692.50860441,213914.37691,"City of Northfield","Xcel Energy",2023,"Electricity","Business","CITY","Northfield"
"3773","Residential",49792011,12497.794761,49792.011,"City of Northfield","Xcel Energy",2023,"Electricity","residential","CITY","Northfield"
"3774","Street Lighting - Metered",167149,41.954399,167.149,"City of Northfield","Xcel Energy",2023,"Electricity","commercial","CITY","Northfield"
"3775","Street Lighting - Non-Metered/Customer Owned",235424,59.091424,235.424,"City of Northfield","Xcel Energy",2023,"Electricity","commercial","CITY","Northfield"
"3776","Street Lighting - Non-Metered/Xcel-Owned",215348,54.052348,215.348,"City of Northfield","Xcel Energy",2023,"Electricity","commercial","CITY","Northfield"
"3777","Commercial",27224331,6833.307081,27224.331,"City of Oak Park Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Oak Park Heights"
"3778","Industrial",27714814,6956.418314,27714.814,"City of Oak Park Heights","Xcel Energy",2023,"Electricity","industrial","CITY","Oak Park Heights"
"3779","Residential",12801743,3213.237493,12801.743,"City of Oak Park Heights","Xcel Energy",2023,"Electricity","residential","CITY","Oak Park Heights"
"3780","Street Lighting - Metered",56039,14.065789,56.039,"City of Oak Park Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Oak Park Heights"
"3781","Street Lighting - Non-Metered/Customer Owned",7886,1.979386,7.886,"City of Oak Park Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Oak Park Heights"
"3782","Street Lighting - Non-Metered/Xcel-Owned",46325,11.627575,46.325,"City of Oak Park Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Oak Park Heights"
"3783","Commercial",45230964,11352.971964,45230.964,"City of Oakdale","Xcel Energy",2023,"Electricity","commercial","CITY","Oakdale"
"3784","Industrial",64970368,16307.562368,64970.368,"City of Oakdale","Xcel Energy",2023,"Electricity","industrial","CITY","Oakdale"
"3785","Residential",76700861,19251.916111,76700.861,"City of Oakdale","Xcel Energy",2023,"Electricity","residential","CITY","Oakdale"
"3786","Street Lighting - Metered",385455,96.749205,385.455,"City of Oakdale","Xcel Energy",2023,"Electricity","commercial","CITY","Oakdale"
"3787","Street Lighting - Non-Metered/Customer Owned",758525,190.389775,758.525,"City of Oakdale","Xcel Energy",2023,"Electricity","commercial","CITY","Oakdale"
"3788","Street Lighting - Non-Metered/Xcel-Owned",120979,30.365729,120.979,"City of Oakdale","Xcel Energy",2023,"Electricity","commercial","CITY","Oakdale"
"3789","Business *",17552067,4405.568817,17552.067,"City of Orono","Xcel Energy",2023,"Electricity","Business","CITY","Orono"
"3790","Residential",53539180.93,13438.33441343,53539.18093,"City of Orono","Xcel Energy",2023,"Electricity","residential","CITY","Orono"
"3791","Street Lighting - Metered",23695,5.947445,23.695,"City of Orono","Xcel Energy",2023,"Electricity","commercial","CITY","Orono"
"3792","Street Lighting - Non-Metered/Customer Owned",61270,15.37877,61.27,"City of Orono","Xcel Energy",2023,"Electricity","commercial","CITY","Orono"
"3793","Street Lighting - Non-Metered/Xcel-Owned",50679,12.720429,50.679,"City of Orono","Xcel Energy",2023,"Electricity","commercial","CITY","Orono"
"3794","Business *",447763734.94,112388.69746994,447763.73494,"City of Plymouth","Xcel Energy",2023,"Electricity","Business","CITY","Plymouth"
"3795","Residential",214891938.33,53937.87652083,214891.93833,"City of Plymouth","Xcel Energy",2023,"Electricity","residential","CITY","Plymouth"
"3796","Street Lighting - Metered",264592,66.412592,264.592,"City of Plymouth","Xcel Energy",2023,"Electricity","commercial","CITY","Plymouth"
"3797","Street Lighting - Non-Metered/Customer Owned",220413,55.323663,220.413,"City of Plymouth","Xcel Energy",2023,"Electricity","commercial","CITY","Plymouth"
"3798","Street Lighting - Non-Metered/Xcel-Owned",771290,193.59379,771.29,"City of Plymouth","Xcel Energy",2023,"Electricity","commercial","CITY","Plymouth"
"3799","Commercial",44185146.97,11090.47188947,44185.14697,"City of Red Wing","Xcel Energy",2023,"Electricity","commercial","CITY","Red Wing"
"3800","Industrial",64525666,16195.942166,64525.666,"City of Red Wing","Xcel Energy",2023,"Electricity","industrial","CITY","Red Wing"
"3801","Residential",56197874,14105.666374,56197.874,"City of Red Wing","Xcel Energy",2023,"Electricity","residential","CITY","Red Wing"
"3802","Street Lighting - Metered",192035,48.200785,192.035,"City of Red Wing","Xcel Energy",2023,"Electricity","commercial","CITY","Red Wing"
"3803","Street Lighting - Non-Metered/Customer Owned",39349,9.876599,39.349,"City of Red Wing","Xcel Energy",2023,"Electricity","commercial","CITY","Red Wing"
"3804","Street Lighting - Non-Metered/Xcel-Owned",147619,37.052369,147.619,"City of Red Wing","Xcel Energy",2023,"Electricity","commercial","CITY","Red Wing"
"3805","Business *",110419734,27715.353234,110419.734,"City of Richfield","Xcel Energy",2023,"Electricity","Business","CITY","Richfield"
"3806","Residential",102071199,25619.870949,102071.199,"City of Richfield","Xcel Energy",2023,"Electricity","residential","CITY","Richfield"
"3807","Street Lighting - Metered",545563,136.936313,545.563,"City of Richfield","Xcel Energy",2023,"Electricity","commercial","CITY","Richfield"
"3808","Street Lighting - Non-Metered/Customer Owned",1334014,334.837514,1334.014,"City of Richfield","Xcel Energy",2023,"Electricity","commercial","CITY","Richfield"
"3809","Street Lighting - Non-Metered/Xcel-Owned",88979,22.333729,88.979,"City of Richfield","Xcel Energy",2023,"Electricity","commercial","CITY","Richfield"
"3810","Business *",45490929,11418.223179,45490.929,"City of Robbinsdale","Xcel Energy",2023,"Electricity","Business","CITY","Robbinsdale"
"3811","Residential",45479966,11415.471466,45479.966,"City of Robbinsdale","Xcel Energy",2023,"Electricity","residential","CITY","Robbinsdale"
"3812","Street Lighting - Metered",125736,31.559736,125.736,"City of Robbinsdale","Xcel Energy",2023,"Electricity","commercial","CITY","Robbinsdale"
"3813","Street Lighting - Non-Metered/Customer Owned",260287,65.332037,260.287,"City of Robbinsdale","Xcel Energy",2023,"Electricity","commercial","CITY","Robbinsdale"
"3814","Street Lighting - Non-Metered/Xcel-Owned",72776,18.266776,72.776,"City of Robbinsdale","Xcel Energy",2023,"Electricity","commercial","CITY","Robbinsdale"
"3815","Business *",154694436.94,38828.30367194,154694.43694,"City of Rogers","Xcel Energy",2023,"Electricity","Business","CITY","Rogers"
"3816","Residential",50120581.97,12580.26607447,50120.58197,"City of Rogers","Xcel Energy",2023,"Electricity","residential","CITY","Rogers"
"3817","Street Lighting - Metered",50401,12.650651,50.401,"City of Rogers","Xcel Energy",2023,"Electricity","commercial","CITY","Rogers"
"3818","Street Lighting - Non-Metered/Customer Owned",33154,8.321654,33.154,"City of Rogers","Xcel Energy",2023,"Electricity","commercial","CITY","Rogers"
"3819","Street Lighting - Non-Metered/Xcel-Owned",202447,50.814197,202.447,"City of Rogers","Xcel Energy",2023,"Electricity","commercial","CITY","Rogers"
"3820","Business *",114413083,28717.683833,114413.083,"City of Rosemount","Xcel Energy",2023,"Electricity","Business","CITY","Rosemount"
"3821","Residential",55995432,14054.853432,55995.432,"City of Rosemount","Xcel Energy",2023,"Electricity","residential","CITY","Rosemount"
"3822","Street Lighting - Metered",36521,9.166771,36.521,"City of Rosemount","Xcel Energy",2023,"Electricity","commercial","CITY","Rosemount"
"3823","Street Lighting - Non-Metered/Customer Owned",86112,21.614112,86.112,"City of Rosemount","Xcel Energy",2023,"Electricity","commercial","CITY","Rosemount"
"3824","Street Lighting - Non-Metered/Xcel-Owned",478055,119.991805,478.055,"City of Rosemount","Xcel Energy",2023,"Electricity","commercial","CITY","Rosemount"
"3825","Commercial",113793914.97,28562.27265747,113793.91497,"City of Roseville","Xcel Energy",2023,"Electricity","commercial","CITY","Roseville"
"3826","Industrial",150612385,37803.708635,150612.385,"City of Roseville","Xcel Energy",2023,"Electricity","industrial","CITY","Roseville"
"3827","Residential",102569834,25745.028334,102569.834,"City of Roseville","Xcel Energy",2023,"Electricity","residential","CITY","Roseville"
"3828","Street Lighting - Metered",444093,111.467343,444.093,"City of Roseville","Xcel Energy",2023,"Electricity","commercial","CITY","Roseville"
"3829","Street Lighting - Non-Metered/Customer Owned",186203,46.736953,186.203,"City of Roseville","Xcel Energy",2023,"Electricity","commercial","CITY","Roseville"
"3830","Street Lighting - Non-Metered/Xcel-Owned",271425,68.127675,271.425,"City of Roseville","Xcel Energy",2023,"Electricity","commercial","CITY","Roseville"
"3831","Business *",36281867,9106.748617,36281.867,"City of Saint Anthony","Xcel Energy",2023,"Electricity","Business","CITY","Saint Anthony"
"3832","Residential",24873102.96,6243.14884296,24873.10296,"City of Saint Anthony","Xcel Energy",2023,"Electricity","residential","CITY","Saint Anthony"
"3833","Street Lighting - Metered",5017,1.259267,5.017,"City of Saint Anthony","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Anthony"
"3834","Street Lighting - Non-Metered/Customer Owned",28591,7.176341,28.591,"City of Saint Anthony","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Anthony"
"3835","Street Lighting - Non-Metered/Xcel-Owned",205805,51.657055,205.805,"City of Saint Anthony","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Anthony"
"3836","Commercial",211020613.79,52966.17406129,211020.61379,"City of Saint Cloud","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Cloud"
"3837","Industrial",327300725.94,82152.48221094,327300.72594,"City of Saint Cloud","Xcel Energy",2023,"Electricity","industrial","CITY","Saint Cloud"
"3838","Residential",172316614.53,43251.47024703,172316.61453,"City of Saint Cloud","Xcel Energy",2023,"Electricity","residential","CITY","Saint Cloud"
"3839","Street Lighting - Metered",683857,171.648107,683.857,"City of Saint Cloud","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Cloud"
"3840","Street Lighting - Non-Metered/Customer Owned",6949,1.744199,6.949,"City of Saint Cloud","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Cloud"
"3841","Street Lighting - Non-Metered/Xcel-Owned",437690,109.86019,437.69,"City of Saint Cloud","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Cloud"
"3842","Business *",299023433.27,75054.88175077,299023.43327,"City of Saint Louis Park","Xcel Energy",2023,"Electricity","Business","CITY","Saint Louis Park"
"3843","Residential",147722402.91,37078.32313041,147722.40291,"City of Saint Louis Park","Xcel Energy",2023,"Electricity","residential","CITY","Saint Louis Park"
"3844","Street Lighting - Metered",1094078,274.613578,1094.078,"City of Saint Louis Park","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Louis Park"
"3845","Street Lighting - Non-Metered/Customer Owned",128363,32.219113,128.363,"City of Saint Louis Park","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Louis Park"
"3846","Street Lighting - Non-Metered/Xcel-Owned",188062,47.203562,188.062,"City of Saint Louis Park","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Louis Park"
"3847","Business *",1568480563.67,393688.62148117,1568480.56367,"City of Saint Paul","Xcel Energy",2023,"Electricity","Business","CITY","Saint Paul"
"3848","Residential",733248678.97,184045.41842147,733248.67897,"City of Saint Paul","Xcel Energy",2023,"Electricity","residential","CITY","Saint Paul"
"3849","Street Lighting - Metered",7326688,1838.998688,7326.688,"City of Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Paul"
"3850","Street Lighting - Non-Metered/Customer Owned",5327223,1337.132973,5327.223,"City of Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Paul"
