Year,County,Landfill,WTE,Onsite,MSW_Compost,Organics,Recycling,Recycling_Rate
2015,Chippewa,7236,0,1563.15,0,135.54,2603.96,0.237419455
2016,Chippewa,7412,0,1553.08,0,148.41,3208.04,0.272405294
2017,Chippewa,7896.39,0,1553.075,0,107.28,2639.04,0.225185997
2018,Chippewa,8064.32,0,1553.075,0,89.91,3523.95,0.273130553
2019,Chippewa,8117.85,0,1511.1,0,70.83,2488.46,0.209980276
2020,Chippewa,10472.17,0,1553.075,0,87.47,2076.96,0.152535558
2021,Chippewa,11425.3,0,1553.075,0,127.58,3162.37,0.202230408
2022,Chippewa,11381.56,0,409.25625,0,82.76,2903.6,0.202092737
2023,Chippewa,11019.51,0,409.25625,0,89.77,3198.89,0.223453472
1991,Chisago,11428.75,0,2411.8835,0,0,3776.74514,0.214376112
1992,Chisago,0,0,2411.8835,13181,0,4649.18922,0.229679504
1993,Chisago,0,0,2518.5,13823.8,36,4290.800858,0.209336675
1994,Chisago,14395.85,0,2518.5,0,36,4366.160708,0.206514132
1995,Chisago,0,0,2098.75,15573.58,36,4511.85,0.204672059
1996,Chisago,14951.36,0,2098.75,0,36,5002.38,0.228099793
1997,Chisago,17718.35,0,1888.875,0,36,5744.47793,0.227688103
1998,Chisago,18550.48,0,1354.53325,0,36,6331.139308,0.242353164
1999,Chisago,19097.73,0,1259.25,0,36,7630.861433,0.273583529
2000,Chisago,18769.78,0,923.45,0,0,7765.638447,0.282809849
2001,Chisago,19778.17,0,831.105,0,0,7979.997244,0.279125582
2002,Chisago,20137.82,0,738.76,0,0,7204.115802,0.256550473
2003,Chisago,19894.068,0,713.575,0,0,6150.152792,0.22984527
2004,Chisago,24548.38,0,629.625,0,0,6674.523822,0.20954455
2005,Chisago,24342.98,11,419.75,0,0,6730.48124,0.21363751
2006,Chisago,23376.69,0,419.75,0,0,6773.785149,0.221581134
2007,Chisago,23803.1,20,419.75,0,0,6812.642949,0.219369983
2008,Chisago,22544.96,0,419.75,0,15.54,7136.589996,0.23747943
2009,Chisago,21960.1,0,419.75,0,104.7,7083.482465,0.243106553
2010,Chisago,21923.67,0,419.75,0,151.7,6658.17069,0.233588406
2011,Chisago,24804.05,1197.85,419.75,0,186.38,6578.368212,0.203840988
2012,Chisago,24410,1283.03,419.75,0,3383.97,6854.890006,0.28166157
2013,Chisago,24467.05,1345.57,419.75,0,3084.87,6824.959967,0.274190004
2014,Chisago,27145,0,419.75,0,258.8,7015.49,0.208797085
2015,Chisago,28366,0,419.75,0,2885.9,7111.28,0.257772685
2016,Chisago,30450,0,419.75,0,1459,7038.78,0.215857586
2017,Chisago,30367.32,0,419.75,0,4902.48,6995.23,0.278734247
2018,Chisago,34383.75,0,419.75,0,4005.36,7128.81,0.242375593
2019,Chisago,35306.3,0,419.75,0,5004.16,7039.66,0.252121683
2020,Chisago,37048.37,0,419.75,0,6767.38,7865.54,0.280856582
2021,Chisago,38922.06,0,419.75,0,7202.57,8407.06,0.284062256
2022,Chisago,34543.24,0,419.75,0,6484.96,7634.21,0.28766399
2023,Chisago,33427.65,0,419.75,0,7141.65,8249.68,0.312585845
1991,Clay,27720,0,1150.53475,0,0,1713.00944,0.056010822
1992,Clay,26345,0,933.94375,0,0,4066.55312,0.129733248
1993,Clay,23878,0,933.94375,0,1025,8825.421022,0.284182025
1994,Clay,25775.63,0,849.99375,0,2100,6944.459181,0.253558681
1995,Clay,24015.17,0,849.99375,0,2974.01,11069.45,0.36093438
1996,Clay,23537.19,0,841.59875,0,4576.05,6213.84,0.306803963
1997,Clay,25159.38,0,833.20375,0,5030.19,6811.319997,0.312985163
1998,Clay,23298.68,0,833.20375,0,6250,6636.311433,0.348107501
1999,Clay,23490.47,0,833.20375,0,0,7151.339984,0.22720689
2000,Clay,24776.67,0,833.20375,0,0,6847.615112,0.210971808
2001,Clay,23242.86,0,833.20375,0,78.61,5975.297601,0.200926431
2002,Clay,24039.59,0,833.20375,0,4237.26,7318.764018,0.317222044
2003,Clay,26624.5,0,833.20375,0,6557.53,6882.450032,0.328624479
2004,Clay,27095.76,0,833.20375,0,7020.85,6468.542588,0.325686333
2005,Clay,26738,0,833.20375,0,6360.65,6522.512816,0.318461613
2006,Clay,26289,0,833.20375,0,6477.6,7606.017365,0.341787082
2007,Clay,26795,0,833.20375,0,6127.12,13627.59163,0.416916339
2008,Clay,26273.54,0,833.20375,0,6072.55,15492.17348,0.443067052
2009,Clay,29953.35,0,833.20375,0,6056.25,14655.16379,0.402179247
2010,Clay,27821,0,247.6525,0,0,13162.83736,0.319242341
2011,Clay,28708.35,0,193.085,0,136.64,13103.51491,0.314182615
2012,Clay,28423,0,193.085,0,5910.97,5160.494267,0.278965682
2013,Clay,30520.85,0,193.085,0,5941.3,11523.27476,0.362497197
2014,Clay,22722,4618,188.89,0,6234.96,11302.55,0.389148235
2015,Clay,17596,4828,41.98,0,532,9680.5,0.312514536
2016,Clay,19400,9228,41.98,0,602.95,9557.1,0.261654446
2017,Clay,28377,7949,41.975,0,3216.68,9010.98,0.251620542
2018,Clay,29473,7542,31.48125,0,3645.9,9730.69,0.265287093
2019,Clay,36615.99,7620.96,31.48125,0,3462,8500.12,0.212733465
2020,Clay,36576.48,8490.63,20.9875,0,3251,7014.63,0.185455081
2021,Clay,40557.36,8424.89,20.9875,0,2379.24,4949.81,0.130103895
2022,Clay,32383,6440,20.9875,0,2382,4916,0.158163972
2023,Clay,25920.93,9423,20.9875,0,2402,4623.56,0.165734392
1991,Clearwater,12,2773,489.84825,0,0,144.22928,0.042183682
1992,Clearwater,7.73,2758.63,417.2315,0,0,276.61544,0.079941878
1993,Clearwater,0,2950.32,312.294,0,0,307.147734,0.086041522
1994,Clearwater,0,3191.41,312.294,0,0,395.5020441,0.10143143
1995,Clearwater,0,3169.48,296.76325,0,0,664.88,0.160944121
1996,Clearwater,0,3324.02,293.825,0,0,794.61,0.180083423
1997,Clearwater,0,3533.8,293.825,0,0,1035.845601,0.212984859
1998,Clearwater,0,3641.54,0,0,0,700.996446,0.161425576
1999,Clearwater,0,3879.83,209.875,0,0,776.7643733,0.159615589
2000,Clearwater,0,3757.43,41.975,0,0,688.9568604,0.153498511
2001,Clearwater,0,3597,41.975,0,0,902.2683754,0.198683114
2002,Clearwater,942,2632,41.975,0,0,745.2271768,0.170876549
2003,Clearwater,972,2739,41.975,0,0,812.0000008,0.177876111
2004,Clearwater,983,2873,41.975,0,0,1086.9,0.21803957
2005,Clearwater,955,3153,41.975,0,0,659.8938255,0.137195805
2006,Clearwater,982,3113,125.925,0,0,609,0.126088914
2007,Clearwater,987,3030,125.925,0,0,567,0.120384083
2008,Clearwater,883,2926,125.925,0,0,745.6919984,0.159314893
2009,Clearwater,1481,2508,125.925,0,0,565.2384002,0.120773219
2010,Clearwater,1540,2496,125.925,0,0,438.4926476,0.095315835
2011,Clearwater,929,2724,125.925,0,0,714.4240154,0.158995888
2012,Clearwater,960,2508,125.925,0,0,579.0700011,0.138766042
2013,Clearwater,1052,3060,125.925,0,0,543.5501913,0.113678346
2014,Clearwater,204,3128,0,0,12,439.1,0.119240834
2015,Clearwater,198,4309,0,0,14,464,0.095887663
2016,Clearwater,193,4494,0,0,19.8,561,0.110254755
2017,Clearwater,1050,3456,0,0,21.39,841.66,0.160745383
2018,Clearwater,1342,3257,0,0,23.8,843.05,0.158593814
2019,Clearwater,1483,3029,0,0,20.7,888.66,0.167736509
2020,Clearwater,1524,3173,0,0,86.33,884.05,0.171221976
2021,Clearwater,7951,3133,0,0,52,737.45,0.066488679
2022,Clearwater,2272,3134,0,0,39,1289.29,0.197242768
2023,Clearwater,2499,3027,0,0,201.4,1423.55,0.227235542
1991,Cook,1558,0,60.444,0,0,800.4864,0.330925768
1992,Cook,1547.21,0,42.39475,0,0,841.6148,0.346169806
1993,Cook,2238.9,0,167.9,0,0,848.3460947,0.260616903
1994,Cook,3049,0,41.975,0,0,728.972,0.190833014
1995,Cook,3149,0,41.975,0,0,1063.16,0.249912144
1996,Cook,3149,0,31.48125,0,0,841,0.209126923
1997,Cook,3203,0,29.3825,0,0,973.5192499,0.231465048
1998,Cook,3197,0,29.3825,0,0,973.113494,0.231721496
1999,Cook,3268,0,29.3825,0,0,1094.835092,0.249267043
2000,Cook,3210.68,0,29.80225,0,0,1209.914109,0.271866596
2001,Cook,3339,0,29.80225,0,0,1304.045932,0.279068757
2002,Cook,3399,0,29.80225,0,0,1179.892169,0.256014407
2003,Cook,3638.2,0,29.80225,0,0,1248.555722,0.253949151
2004,Cook,4021.39,0,29.80225,0,0,1333.821509,0.247691384
2005,Cook,4481.48,0,29.80225,0,0,1354.906198,0.230968747
2006,Cook,4745.2,0,29.80225,0,0,1222.179201,0.203792267
2007,Cook,4760,0,29.80225,0,0,1497.626002,0.238193732
2008,Cook,5006,0,29.3825,0,0,1128.974309,0.183145516
2009,Cook,4018,0,29.3825,0,0,1018.926858,0.201118168
2010,Cook,3463,0,29.3825,0,0,1001.980289,0.222941568
2011,Cook,3613,0,29.3825,0,0,1022.240983,0.219147588
2012,Cook,3636,0,29.3825,0,0,1103.305026,0.231364504
2013,Cook,3157,0,29.3825,0,0,978.8612205,0.235006949
2014,Cook,2641,0,28.54,0,20,1065.98,0.28916901
2015,Cook,3096,0,27.7,0,30,1014.6,0.250605763
2016,Cook,3249,0,27.28,0,33,1086.99,0.254759148
2017,Cook,4175,0,26.864,0,32,990.38,0.195699129
2018,Cook,3465.77,0,26.44425,0,30,1034.45,0.233602904
2019,Cook,3605.81,0,26.0245,0,27,955.07,0.212850093
2020,Cook,3065.44,0,25.60475,0,20,810.04,0.21168632
2021,Cook,3188.17,0,24.76525,0,22,906.91,0.224274434
2022,Cook,3180.31,0,60.86375,0,0,843.9,0.206581338
2023,Cook,4664.08,0,25.60475,0,20.5,832.9,0.153957596
1991,Cottonwood,5437.3,0,1422.9525,0,0,1319.82052,0.161345812
1992,Cottonwood,4279.4,0,1301.225,0,0,1374.14496,0.197583093
1993,Cottonwood,4355.47,0,1331.86675,0,0,1867.044627,0.247147256
1994,Cottonwood,4200,0,1331.86675,0,0,1974.776024,0.263070468
1995,Cottonwood,4168.48,0,1451.07575,0,0,2401.46,0.299395996
1996,Cottonwood,3878.07,0,1451.07575,0,0,2426.92,0.312906063
1997,Cottonwood,4171.4,0,1175.71975,0,0,2472.68784,0.316208271
1998,Cottonwood,5368.6,0,1085.4735,0,0,2317.689887,0.26422166
1999,Cottonwood,5807.12,0,1085.4735,0,0,2680.791374,0.280025447
2000,Cottonwood,5132.13,0,1021.25175,0,0,4604.370672,0.428004893
2001,Cottonwood,6456.31,0,1021.25175,0,0,4902.140644,0.395982107
2002,Cottonwood,6094.08,0,1021.25175,0,0,2551.220624,0.263922495
2003,Cottonwood,5401.3,0,991.4495,0,0,4004.975064,0.38517803
2004,Cottonwood,5792,0,1006.14075,0,0,2409.490001,0.261684039
2005,Cottonwood,6213,0,1006.14075,0,0,3728.409999,0.340570241
2006,Cottonwood,5601,0,1006.14075,0,0,5920.060002,0.472576445
2007,Cottonwood,6296.51,0,1006.14075,0,0,6288.759826,0.462701041
2008,Cottonwood,5889.95,0,1006.14075,0,0,4392.26348,0.389096886
2009,Cottonwood,6043.69,0,1006.14075,0,22.3,3682.124613,0.344461284
2010,Cottonwood,7559,0,1006.14075,0,23,3332.360653,0.281478148
2011,Cottonwood,8592.62,0,1006.14075,0,0,2933.827602,0.234095904
2012,Cottonwood,7738.15,0,1006.14075,0,0,2067.573601,0.191231922
2013,Cottonwood,7915.35,0,1006.14075,0,0,1662.006953,0.157037588
2014,Cottonwood,8336.2,0,1006.14,0,20,1405.08,0.132351111
2015,Cottonwood,8938.32,0,1006.14,0,10,1382.71,0.12284459
2016,Cottonwood,9868.24,0,1006.14,0,26,1363.22,0.11327995
2017,Cottonwood,9739.43,0,1006.14075,0,30,1524.71,0.126396302
2018,Cottonwood,9813.4,0,1006.14075,0,30,3041.02,0.221086827
2019,Cottonwood,9694.37,0,167.9,0,157.5,1433.07,0.138879963
2020,Cottonwood,8856,0,41.975,0,71,1373.11,0.139634319
2021,Cottonwood,10190.54,0,461.725,0,0,1167.9,0.098805727
2022,Cottonwood,10364,0,629.625,0,0,1372.12,0.110961369
2023,Cottonwood,8894,0,209.875,0,322.81,1395.05,0.158741644
1991,Crow Wing,29756,0,5208.258,0,0,2083.68792,0.056243008
1992,Crow Wing,29886.32,0,2797.214,0,0,4787.75016,0.127771179
1993,Crow Wing,30849,0,2436.64875,0,9,5346.287956,0.138591049
1994,Crow Wing,34647,0,2436.64875,0,9,8207.65,0.181381806
1995,Crow Wing,34800,0,2436.64875,0,9,11083.06,0.229512857
1996,Crow Wing,32537,0,813.05575,0,11.64,17049.12,0.338434515
1997,Crow Wing,33794,0,616.193,0,1.55,20473.33001,0.373050064
1998,Crow Wing,34610,0,612.835,0,0,32415.68257,0.479248862
1999,Crow Wing,34434,0,609.89675,0,0,34763.91549,0.497994628
2000,Crow Wing,36345,0,475.157,0,15,35081.24034,0.48801444
2001,Crow Wing,41236,0,473.05825,0,27.4,32657.06001,0.439345534
2002,Crow Wing,41917,0,470.12,0,0,33180.93756,0.439086813
2003,Crow Wing,42241,0,258.14625,0,0,33968.44673,0.444220164
2004,Crow Wing,41981,0,253.94875,0,10.42,40582.506,0.490087741
2005,Crow Wing,43128,0,247.6525,0,450,45561.5472,0.514744251
2006,Crow Wing,40478,0,245.9735,0,568.59,47477.8804,0.541244003
2007,Crow Wing,39625,0,243.03525,0,472.11,48265.33199,0.550049991
2008,Crow Wing,37025,0,238.83775,0,569.57,38939.58119,0.514623069
2009,Crow Wing,35545,0,238.83775,0,2143.5,25612.946,0.436832264
2010,Crow Wing,35558,0,232.12175,0,774.9,27565.08996,0.441913934
2011,Crow Wing,35933,0,226.24525,0,870.69,28490.97601,0.448126643
2012,Crow Wing,36563,0,226.24525,0,552.48,31708.22081,0.467208197
2013,Crow Wing,38286,0,226.24525,0,2438.19,30769.63477,0.463019971
2014,Crow Wing,43927,0,226.25,0,3606.04,44936.39,0.523675213
2015,Crow Wing,46704,0,226.25,0,3993.05,43360.18,0.502243129
2016,Crow Wing,49271,0,226.25,0,3387.71,45490.93,0.496855886
2017,Crow Wing,46776,0,226.24525,0,3355.15,62005,0.581690608
2018,Crow Wing,46776,0,226.24525,0,3273.06,34816.25,0.447627381
2019,Crow Wing,47291,0,226.24525,0,3329.86,39126.17,0.471873786
2020,Crow Wing,47803,0,226.24525,0,3749.66,63544.56,0.583525823
2021,Crow Wing,46095,0,230.8625,0,3057.67,47133.87,0.520025806
2022,Crow Wing,45646,0,230.8625,0,3035.84,24462.55,0.374763821
2023,Crow Wing,51820,0,209.875,0,8250.29,66025.69,0.588064425
1991,Dakota,158970,0,0,0,0,28435.08096,0.151730576
1992,Dakota,159756,0,0,0,3576.78,32233.91608,0.183112446
1993,Dakota,170938,0,0,0,3581,34097.82179,0.180612577
1994,Dakota,174367,1809,0,0,4942.59,73788.7769,0.308862658
1995,Dakota,162374,4421,0,0,7530.64,32523.5,0.193639384
1996,Dakota,168123,3623,0,0,7946.51,77487.81,0.33219618
1997,Dakota,156267.53,13284.91,0,0,9605.54,90975.20529,0.372337613
1998,Dakota,198542.68,11747.42,0,0,11758.44,109494.44,0.36572296
1999,Dakota,206782.65,8639.38,0,0,11695.48,113810.3301,0.36813013
2000,Dakota,207086.26,7601,0,0,18360,113006.3961,0.379612796
2001,Dakota,215960.64,10873.06,0,0,20522.29,61997.97021,0.266750295
2002,Dakota,215765,6763,0,0,7428,62867.18301,0.24006017
2003,Dakota,210197,31949,0,0,8535,69918.16838,0.24470796
2004,Dakota,191054,18918,0,0,12564,89335.6003,0.326735747
2005,Dakota,189287.53,48355.54,0,0,12241.04,77638.99584,0.274423496
2006,Dakota,198813.83,24377.96,0,0,16395.35,63126.8251,0.262697412
2007,Dakota,193500.45,32894.02,0,0,14583.26,78740.43631,0.291893631
2008,Dakota,195744.49,38612.14,0,0,15805.65,104197.0288,0.338646893
2009,Dakota,173139.6,41747.94,0,0,14112.3,111775.3733,0.369415581
2010,Dakota,188854,45891,0,0,14385.91,123599.5902,0.370201795
2011,Dakota,180462,33622,0,0,14270.43,117934.8298,0.381776957
2012,Dakota,183575.2,34280.55,0,0,13711.49,139751.6809,0.413292085
2013,Dakota,175664.12,38202.18,0,0,17913.98,113247.5888,0.380147752
2014,Dakota,179016,43368,0,0,43833.57,207850.63,0.530902938
2015,Dakota,181758,21365,0,0,79628.84,115458.09,0.489909757
2016,Dakota,190489.48,51189,0,0,82610.53,128522.79,0.466271683
2017,Dakota,194225.95,47952.14,0,0,97528.17,128636.23,0.482903868
2018,Dakota,196592.93,10198.7,0,0,109919.01,148807.56,0.555781858
2019,Dakota,205105.26,7287.38,0,0,99471.6,140692.11,0.530682444
2020,Dakota,206780.71,18226.01,0,0,127117.52,148935.69,0.550938507
2021,Dakota,226796.33,10013.4,0,0,139631.79,139761.56,0.541246964
2022,Dakota,229564.9,11697.4,0,0,160376.63,130101.62,0.546278161
2023,Dakota,228068.51,11871.1,0,0,148619.45,118287.28,0.526602856
1991,Dodge,907,4255,766.4635,0,0,1642.01552,0.216897176
1992,Dodge,661,4366,788.71025,0,0,2174.07496,0.272106809
1993,Dodge,913,4543,805.0805,0,0,1976.108657,0.239900847
1994,Dodge,2135,3513,816.8335,0,0,1949.261371,0.231666198
1995,Dodge,1837,3519,823.5495,0,0,2067.85,0.250727517
1996,Dodge,1637.32,3792.39,825.2285,0,0,2375.1,0.275213141
1997,Dodge,1963,3777,935.62275,0,0,2220.754583,0.249624594
1998,Dodge,3080,3428,931.0055,0,0,2689.339087,0.265526026
1999,Dodge,3254,4031,926.38825,0,0,2580.742491,0.239131878
2000,Dodge,3715,4466,923.45,0,0,3103.653498,0.254228963
2001,Dodge,3848,4554,839.5,0,0,3067.350492,0.249198777
2002,Dodge,3713.92,4750.11,839.5,0,0,3295.15988,0.261547821
2003,Dodge,3710.79,4617.09,848.31475,0,0,3222.506069,0.259906753
2004,Dodge,3711.67,4952.76,881.475,325.15,0,3968.657621,0.286758673
2005,Dodge,4211.7,5024.05,865.5245,0,0,4669.970002,0.316152779
2006,Dodge,4171.04,4569.46,874.759,0,387.45,5278.610004,0.370783438
2007,Dodge,4832.35,3913.65,883.57375,0,155.33,3422.350003,0.270887504
2008,Dodge,4311.07,4216.17,892.80825,0,70.84,5413.490004,0.367967715
2009,Dodge,3348.6,4845.41,892.80825,0,0,4803.180005,0.34580134
2010,Dodge,1645.96,6090.51,911.27725,0,169.51,3129.070002,0.276116662
2011,Dodge,865.64,6589.41,911.27725,0,452.85,4583.009932,0.375749112
2012,Dodge,269.52,7004.56,930.166,0,38.97,4456.699998,0.353992105
2013,Dodge,718.47,6613.85,930.166,0,30.23,4077.269601,0.332053709
2014,Dodge,637,6857,930.17,0,98.25,3872.66,0.320361789
2015,Dodge,650,7311,899.94,0,8,3542.68,0.286077079
2016,Dodge,881,7230,934.78,0,0.5,4036.47,0.308571975
2017,Dodge,1028.87,7006.11,911.27725,0,0.45,4058.88,0.312122007
2018,Dodge,2073.43,6013.74,966.2645,0,305.85,4040.33,0.324351122
2019,Dodge,2693.89,6246.8,965.425,0,786.61,4426.68,0.344807881
2020,Dodge,665.88,8850.66,820.61125,0,488.29,3881.7,0.297133884
2021,Dodge,773.87,9217.01,1049.375,0,0,6753.24,0.379534206
2022,Dodge,955.85,8702.06,1234.065,0,131.64,4914.98,0.316628912
2023,Dodge,442.44,8727.09,1482.97675,0,2009.06,6648.09,0.448332672
1991,Faribault,4743,0,2494.994,2300,0,1292.57646,0.119345187
1992,Faribault,6940,0,2098.75,2080,0,982.75758,0.081209517
1993,Faribault,7145,0,2098.75,2570,0,2590.510764,0.179843368
1994,Faribault,8802,0,2014.8,2184,0,3089.315224,0.192000814
1995,Faribault,7819,0,1930.85,2659,0,2851.41,0.186851993
1996,Faribault,6395,0,1930.85,2075,0,2415.47,0.188468297
1997,Faribault,5720,0,1846.9,2885,0,2332.5192,0.18245015
1998,Faribault,4753.32,0,1846.9,3095.04,0,1751.803677,0.1530352
1999,Faribault,850,0,1846.9,7287.5,0,1594.4456,0.13770333
2000,Faribault,4997,0,1846.9,2243,375,2976.967428,0.269475292
2001,Faribault,4054.87,0,1846.9,3522.1,0,3209.067368,0.254023848
2002,Faribault,4896,0,1846.9,2587,0,3325.585704,0.262778196
2003,Faribault,5074,0,1846.9,2935,0,2460.250006,0.199758042
2004,Faribault,4351,0,1846.9,3418,0,3799.609996,0.283225162
2005,Faribault,638,0,2179.76175,6912,0,4031.235834,0.292946482
2006,Faribault,139,0,2179.76175,7434,0,4137.01833,0.297846208
2007,Faribault,120,0,2179.76175,7451,0,4278.426959,0.304966099
2008,Faribault,154,0,2179.76175,7316,0,4741,0.329447467
2009,Faribault,312,0,2179.76175,6886,0,5500.67,0.369707647
2010,Faribault,753,0,2179.76175,6735,0,5964.726317,0.381559627
2011,Faribault,720,0,2179.76175,6808,0,5943,0.379725926
2012,Faribault,346,0,894.48725,6220,0,6052,0.447882014
2013,Faribault,700,0,915.055,6016,1.88,5383,0.41371442
2014,Faribault,1859,4452,2001.37,0,2,4595,0.356097935
2015,Faribault,1505,4676,2001.37,0,4,5132.5,0.38565584
2016,Faribault,1956,4442,2001.37,0,5.7,4959.88,0.371537492
2017,Faribault,4118,2385,2001.368,0,5,2831.53,0.250115114
2018,Faribault,2340,2435,2001.368,0,8,1811.92,0.211709985
2019,Faribault,2197,4932,1763.36975,0,9.01,3176.75,0.263762691
2020,Faribault,1251,5647,1763.36975,0,15.15,2988.44,0.257488244
2021,Faribault,1167.42,6150.43,1763.36975,0,12.58,2392.32,0.20937445
2022,Faribault,1337,5928,1763.36975,0,189.22,7112.16,0.447121365
2023,Faribault,1494.3,5913.28,1763.36975,0,184.14,1342.79,0.142732021
1991,Fillmore,2968.79,0,1987.0965,2901.89,0,914.60388,0.104259487
1992,Fillmore,0,0,1990.87425,5915.73,0,1088.00124,0.12096153
1993,Fillmore,0,0,1986.257,5834.45,0,1006.282551,0.11400065
1994,Fillmore,0,0,1934.62775,5663.23,0,1347.163913,0.15060488
1995,Fillmore,2943.51,0,1930.85,2777.16,0,1469.91,0.161149074
1996,Fillmore,500,500,1930.85,4252.87,0,1266.69,0.149896869
1997,Fillmore,2823.7,1500,1888.875,1716.5,0,1283.480201,0.13931859
1998,Fillmore,3190.2,900,1888.875,1609.6,0,1263.80972,0.142763276
1999,Fillmore,4432.71,900,3064.175,1494,0,1149.075996,0.104083338
2000,Fillmore,3947.8,900,3022.2,1407.8,0,2562.577401,0.216427003
2001,Fillmore,6098.7,500,3316.025,0,0,2064.84399,0.172363796
2002,Fillmore,5482.44,500,3316.025,0,0,2116.994537,0.185449787
2003,Fillmore,4956,500,3074.66875,0,0,1444.279398,0.144790667
2004,Fillmore,4841,500,3064.175,0,0,1683.553546,0.1668747
2005,Fillmore,4011.49,1656,3022.2,0,0,2034.619894,0.189720356
2006,Fillmore,4683.26,760,3022.2,0,0,2383.619995,0.219707108
2007,Fillmore,4843.46,760,3022.2,0,0,2986.389998,0.257180257
2008,Fillmore,5846.18,760,3022.2,0,0,2209.409989,0.186640411
2009,Fillmore,5088,760,3022.2,0,0,2377.352406,0.2113662
2010,Fillmore,4566.78,720,2959.2375,0,0,2435.741138,0.228028101
2011,Fillmore,4342,730,2959.2375,0,0,4317.872358,0.349650494
2012,Fillmore,4598,730,2959.2375,0,0,2960.022003,0.263177177
2013,Fillmore,4604,763,2883.6825,0,0,3254.731416,0.282886947
2014,Fillmore,4325,426,2497.51,0,400,4016.24,0.378597055
2015,Fillmore,3858,415,2497.51,0,400,5101.84,0.448311856
2016,Fillmore,4247,321,2478.62,0,0,1719.28,0.196132742
2017,Fillmore,4164.62,0,2497.5125,0,0,2256.71,0.253027229
2018,Fillmore,6686.93,1477.01,2497.5125,0,0,2923.96,0.215227915
2019,Fillmore,8458.67,1554.82,2497.5125,0,4.37,3410.58,0.214426735
2020,Fillmore,9145.19,224.84,2497.5125,0,4.07,3358.47,0.220782783
2021,Fillmore,6947.67,1223.11,1591.692,0,240.86,3427.52,0.273130848
2022,Fillmore,6181.85,1711.05,1565.24775,0,0,3342.96,0.26114615
2023,Fillmore,6857.22,177,1565.24775,0,0,2819.7,0.246926927
1991,Freeborn,25000,0,2058.03425,0,0,3267.5834,0.107749937
1992,Freeborn,25799,0,2058.87375,0,0,9409.5282,0.252486831
1993,Freeborn,28158,0,1930.85,0,0,12413.45597,0.29206547
1994,Freeborn,25303,0,1930.85,0,0,6378.162944,0.189758434
1995,Freeborn,17378.66,0,873.9195,0,0,9620.15,0.345145602
1996,Freeborn,18393.72,0,847.895,0,0,10233.98,0.347201812
1997,Freeborn,18635.8,0,755.55,0,0,8846.300005,0.313280319
1998,Freeborn,19915.76,0,621.23,0,384,10724.24001,0.351024151
1999,Freeborn,22034.62,0,545.675,0,391.5,13587.7221,0.382368894
2000,Freeborn,20918,0,419.75,0,0,14269.57799,0.400748351
2001,Freeborn,22402,0,419.75,0,431.2,14711.25949,0.398861446
2002,Freeborn,25792.24,0,419.75,0,0,16450.36039,0.385594329
2003,Freeborn,24595.76,0,419.75,0,0,16683.91998,0.400099473
2004,Freeborn,25782.83,0,419.75,0,0,18497.16,0.413809118
2005,Freeborn,25205.72,0,419.75,0,0,17557.68,0.406586365
2006,Freeborn,27294.01,0,419.75,0,0,17242.26999,0.383536313
2007,Freeborn,25682.61,0,314.8125,0,0,16649.155,0.390398385
2008,Freeborn,25140,0,314.8125,0,0,14617.34,0.364775513
2009,Freeborn,28524,0,314.8125,0,0,16100.84,0.358276914
2010,Freeborn,25688,0,167.9,0,0,14628.90108,0.36134304
2011,Freeborn,24740,0,167.9,0,0,17480.5,0.412388767
2012,Freeborn,21240.5,0,167.9,0,0,17415.27737,0.448573617
2013,Freeborn,21217.22,0,167.9,0,19.05,16609.36597,0.437434076
2014,Freeborn,17000,0,167.9,0,1299.53,13608.28,0.464769447
2015,Freeborn,19000,0,167.9,0,3190.32,13545.49,0.46613038
2016,Freeborn,20593,0,167.9,0,3027.8,9244.83,0.371520392
2017,Freeborn,18813.14,0,167.9,0,1975.19,5217.17,0.274796549
2018,Freeborn,22154.53,0,167.9,0,2928.29,5359.88,0.270761436
2019,Freeborn,22077.7,0,293.825,0,536.7,5034.53,0.199380126
2020,Freeborn,24484.7,0,293.825,0,2073.58,5027.03,0.222735341
2021,Freeborn,21955.7,0,293.825,0,6159.1,4849.88,0.331012473
2022,Freeborn,21999.6,0,293.825,0,5134.75,6035.2,0.333796277
2023,Freeborn,23683.65,0,293.825,0,4021.89,7189.34,0.318603086
1991,Goodhue,8387,25454,1709.222,0,0,2728.93062,0.071290257
1992,Goodhue,7580,25963,1709.222,0,0,3363.57726,0.087103655
1993,Goodhue,5968.34,26050,2277.5635,0,0,6237.737697,0.153890386
1994,Goodhue,10370.84384,21141,2182.7,0,0,7182.606044,0.175712007
1995,Goodhue,3672,18907,2182.7,0,0,7925.84,0.24247282
1996,Goodhue,11086,25600,2182.7,0,0,9671.25,0.199243098
1997,Goodhue,8471,24260,2182.7,0,0,9082.631199,0.20644065
1998,Goodhue,9340.42,16412,2216.28,0,0,10039.51021,0.264140567
1999,Goodhue,5258.25,15888,2216.28,0,0,11542.48481,0.330682708
2000,Goodhue,5913,15427,453.33,0,0,6173.124886,0.220733193
2001,Goodhue,7451.55,16023.5,453.33,0,0,5839.649125,0.196171843
2002,Goodhue,8996.7,12434.75,453.33,0,0,7950.713225,0.266485061
2003,Goodhue,10054.27,13501.63,453.33,0,300,5920.215399,0.205766772
2004,Goodhue,7104.42,15125.42,419.75,0,400,8212.446438,0.275492176
