Year,County,Landfill,WTE,Onsite,MSW_Compost,Organics,Recycling,Recycling_Rate
2005,Swift,2968,973,828.16675,987,0,2106.909999,0.26794982
2006,Swift,3351,685,1077.918,0,964,2129.347674,0.376903563
2007,Swift,4417,0,1074.14025,0,1007,2198.47,0.368588439
2008,Swift,4640,0,1061.54775,0,1084,2243.630002,0.368541864
2009,Swift,3707,0,1053.99225,0,1435,2260.057981,0.436972095
2010,Swift,3481,0,1047.696,0,1396,2345.000002,0.452374549
2011,Swift,3425,0,1044.75775,0,1503,2348.300001,0.462837793
2012,Swift,3501,0,1035.943,0,1588,2358.609999,0.465207207
2013,Swift,3314.14,0,1028.80725,0,1620,2423.940001,0.482174123
2014,Swift,3280,0,1028.81,0,2026,2409.08,0.507220471
2015,Swift,3214,0,1023.77,0,2306,2536.84,0.533316594
2016,Swift,6167.44,4318,1019.99,0,2013,2605.98,0.286458853
2017,Swift,5771,0,1012.437,0,2954,2745.32,0.456575418
2018,Swift,4986,0,1001.5235,0,2736,2758.12,0.478513377
2019,Swift,4986,0,994.8075,0,2191,2894.3,0.459538279
2020,Swift,6001.3,0,981.3755,0,840,2889.7,0.348167407
2021,Swift,6141.08,0,975.91875,0,0,3247.27,0.313313952
2022,Swift,7405,0,940.24,0,0,3257.32,0.280741492
2023,Swift,6022,0,925.54875,0,85,3368.5,0.332033825
1991,Todd,0,5480,2960.49675,0,0,8886.95546,0.512882988
1992,Todd,0,5875,2959.2375,0,0,10097.51458,0.533363977
1993,Todd,0,6370.74,2692.69625,0,0,11224.13669,0.553251822
1994,Todd,0,6980.82,2563.833,0,0,11611.67964,0.548851251
1995,Todd,0,6603.02,2563.833,0,0,12174.94,0.570474093
1996,Todd,0,6738.05,2563.833,0,0,12921.31,0.58143355
1997,Todd,0,7414.65,2518.5,0,0,15198.4968,0.604755308
1998,Todd,5642,3273,2518.5,0,0,13239.77573,0.53660389
1999,Todd,9250.13,815.68,2896.275,0,0,13734.1152,0.514459552
2000,Todd,6378.07,1698.23,2560.475,0,0,16093.0764,0.602063818
2001,Todd,8290.68,0,2098.75,0,0,15655.59664,0.601097356
2002,Todd,4940.98,5414.34,2098.75,0,0,16750.6163,0.573559193
2003,Todd,2750.37,7147.15,2098.75,0,0,15917.66865,0.57024087
2004,Todd,2132.28,8944.39,2056.775,0,0,17264.14325,0.567944506
2005,Todd,2936.11,8106.65,1049.375,0,0,17851.76474,0.596173675
2006,Todd,4522.01,6448.36,1049.375,0,0,17775,0.596581713
2007,Todd,4370.05,6884.93,839.5,0,0,17584.16814,0.592485482
2008,Todd,4025.78,6881.23,839.5,0,0,18354.23637,0.609760175
2009,Todd,4303,6284,839.5,0,0,13974.90289,0.550162641
2010,Todd,3883,6174,839.5,0,0,12524.7237,0.534759578
2011,Todd,5103,5062,839.5,0,0,12338,0.528563779
2012,Todd,4212,5343,839.5,0,0,11785.52,0.531357501
2013,Todd,5994.14,4029.09,839.5,0,0,11096.84,0.505330478
2014,Todd,6602,3688,839.5,0,373,10704.73,0.498834389
2015,Todd,5070,5911,839.5,0,280,8703.64,0.43181982
2016,Todd,3616,7100,839.5,0,280,10874.13,0.491163
2017,Todd,4228.23,7024.8,839.5,0,280,10038.62,0.460423495
2018,Todd,3222.82,7837.24,839.5,0,280,2290.25,0.177628455
2019,Todd,5386.41,7266.67,839.5,0,301.07,2141.76,0.153295711
2020,Todd,5412.12,6972.01,839.5,0,462.07,3075.85,0.211073558
2021,Todd,5706.3,7039.1,629.625,0,230,2504.51,0.169744813
2022,Todd,5878.53,7105.02,629.625,0,4840,5745.57,0.437442934
2023,Todd,6091.71,7188.99,839.5,0,158.28,3909.29,0.22364314
1991,Traverse,420,1009,314.8125,0,0,194.64584,0.100412702
1992,Traverse,398,938,314.8125,0,0,208.51032,0.112143151
1993,Traverse,409,1222,314.8125,0,0,216.5603671,0.10014941
1994,Traverse,371,949.71,629.625,0,11,319.0875426,0.144748412
1995,Traverse,369,979,755.55,0,11,464.36,0.184325936
1996,Traverse,348,935,755.55,0,11,452.89,0.185375074
1997,Traverse,430.76,982.79,755.55,0,11,418.9977513,0.165441162
1998,Traverse,396,953.36,755.55,0,11,406.7341364,0.165593763
1999,Traverse,382.56,970.6,377.775,0,0,392.6900003,0.184914945
2000,Traverse,859,416,369.38,0,0,390.4292553,0.191875113
2001,Traverse,1232.82,14.15,335.8,0,0,405.1001054,0.203786004
2002,Traverse,518.97,793.73,293.825,0,0,433.4814297,0.212490227
2003,Traverse,410.17,817.97,293.825,0,0,417.800001,0.215386916
2004,Traverse,510.86,461.47,524.6875,0,0,424.7599999,0.221024546
2005,Traverse,1383,0,503.7,0,0,456.4763452,0.194810922
2006,Traverse,1297,0,503.7,0,0,415.4888953,0.187479008
2007,Traverse,1311.28,0,503.7,0,0,636.3598324,0.259596741
2008,Traverse,1199,0,503.7,0,0,828.050001,0.327195496
2009,Traverse,1126.27,0,503.7,0,0,690.3300006,0.297517563
2010,Traverse,1115,0,503.7,0,0,552.93,0.254615197
2011,Traverse,1122,0,503.7,0,0,658.3400002,0.288234882
2012,Traverse,885,0,503.7,0,0,543.0518261,0.281118837
2013,Traverse,894,0,503.7,0,0,417.1266835,0.229843812
2014,Traverse,861,0,860.49,0,2,584.86,0.254233543
2015,Traverse,873,0,860.49,0,2,322.16,0.15753894
2016,Traverse,840.8,0,860.49,0,2,411.48,0.19552008
2017,Traverse,897,0,860.4875,0,1,379.52,0.177978796
2018,Traverse,937,0,860.4875,0,1,424.72,0.191489099
2019,Traverse,940,0,860.4875,0,0.5,345.18,0.161068509
2020,Traverse,931.93,0,462.98425,0,0.6,267.52,0.161223378
2021,Traverse,1017.52,0,461.725,0,0.8,272.19,0.155795313
2022,Traverse,1101.47,0,461.725,0,1.05,228.75,0.128165444
2023,Traverse,1475.84,0,440.7375,0,1.5,660.7,0.256788343
1991,WLSSD,0,52143,3781.52775,0,0,14787.44624,0.209122238
1992,WLSSD,0,52548.49,3776.9105,0,421.31,20748.23952,0.273173278
1993,WLSSD,0,52797.62,3776.9105,0,452.22,24379.78705,0.305037013
1994,WLSSD,1187.18,54642.63,3777.33025,0,427.65,28395.3795,0.325941131
1995,WLSSD,2211.99,53143.27,3777.33025,0,136.53,30116.05,0.338451892
1996,WLSSD,406.92,56141.97,3312.667,0,122.37,31738.3,0.347360406
1997,WLSSD,0,57489.85,3896.959,0,772.78,32739.93001,0.353138882
1998,WLSSD,0,58453.89,3653.504,0,841.57,33384.16857,0.355285224
1999,WLSSD,27294,35446,3651.825,0,0,37457.20194,0.360689003
2000,WLSSD,60745,0,3651.825,0,0,37565.27993,0.368423935
2001,WLSSD,67529,0,3651.825,0,514.97,38068.2829,0.351510746
2002,WLSSD,69304.02,0,3651.825,0,751,41138.54002,0.364747264
2003,WLSSD,66450.77,0,3651.825,0,543.5,43138.88145,0.383902891
2004,WLSSD,65456.73,0,3651.825,0,404.5,51415.65999,0.428518239
2005,WLSSD,65705.04,0,3651.825,0,386,50117.83484,0.421354413
2006,WLSSD,64505.2,0,3651.825,0,1505.16,54264.60093,0.450021846
2007,WLSSD,62442.81,0,2795.95475,0,1367.57,50877.89479,0.44470194
2008,WLSSD,62178.02,0,2795.95475,0,2021.88,54724.6644,0.466203601
2009,WLSSD,56096.92,0,2795.95475,0,2448.88,39514.98646,0.416073987
2010,WLSSD,53983.87,0,2795.95475,0,2506.16,41893.12,0.438818668
2011,WLSSD,51647.85,0,1015.795,0,2848.66,42275.96854,0.461452349
2012,WLSSD,51185.03,0,1015.795,0,4954.48,44693.10082,0.487465468
2013,WLSSD,52458.4,0,1015.795,0,3861.79,46193.7245,0.483489375
2014,WLSSD,52653,0,797.53,0,4298.99,50312.94,0.505373744
2015,WLSSD,51628,0,377.78,0,5247.38,42883.38,0.480651319
2016,WLSSD,53667,0,1015.8,0,4626.38,43271.76,0.466930211
2017,WLSSD,48291.05,0,1015.795,0,5654.73,54952.99,0.551407541
2018,WLSSD,47303.66,0,1015.795,0,5122.04,52208.68,0.542646711
2019,WLSSD,48295.35,0,1015.795,0,4989.63,40800.04,0.481485569
2020,WLSSD,47689.4,0,1015.795,0,3393.43,40151.6,0.472031694
2021,WLSSD,51177.24,0,1030.0665,0,4083.5,40879.53,0.462723827
2022,WLSSD,56314.15,0,1030.0665,0,4305.42,45525.93,0.464950656
2023,WLSSD,57717.17,0,1030.0665,0,4174.3,39882.85,0.428553212
1991,Wabasha,228.5,5543.93,613.6745,0,0,1876.36494,0.227094933
1992,Wabasha,1337,5321.94,613.6745,0,0,2262.33562,0.237267693
1993,Wabasha,5804,2724.4,613.6745,0,0,2462.523463,0.212202393
1994,Wabasha,7179.87,0,613.6745,0,0,2802.123716,0.264459368
1995,Wabasha,1309.94,6219.26,613.6745,0,0,2697.38,0.248829951
1996,Wabasha,1287.25,6575.63,613.6745,0,0,3775.5,0.3081524
1997,Wabasha,5874.27,1755.87,613.6745,0,0,3221.146798,0.28095575
1998,Wabasha,6146.84,414,613.6745,0,0,2899.153893,0.287795248
1999,Wabasha,232.59,6984.67,613.6745,0,0,3522.533147,0.310260553
2000,Wabasha,0,6808.24,613.6745,0,0,3111.926684,0.295421834
2001,Wabasha,0,7121.53,613.6745,0,0,2335.732188,0.231927998
2002,Wabasha,0,7689.54,613.6745,0,0,2136.872066,0.204679535
2003,Wabasha,0,7900.06,613.6745,0,0,2615.025255,0.234979037
2004,Wabasha,0,6955.9,613.6745,0,0,2407.299524,0.241287954
2005,Wabasha,0,7776,613.6745,0,3872,2527.391812,0.432711009
2006,Wabasha,0,9280.72,613.6745,0,3709.91,11053.37673,0.598729726
2007,Wabasha,0,9480.41,613.6745,0,3373.52,12710.67,0.614409861
2008,Wabasha,0,8884.39,613.6745,0,3653.5,10114.74199,0.591767413
2009,Wabasha,0,8700.5,613.6745,0,4368.53,10661.77999,0.617401038
2010,Wabasha,8334.19,713,629.625,0,0,11061.1754,0.5333774
2011,Wabasha,0,5391.91,629.625,0,0,3721.806662,0.38198462
2012,Wabasha,0,4935,8.395,0,0,3521.8,0.416032944
2013,Wabasha,0,6755.21,8.395,0,0,3724.512375,0.355117343
2014,Wabasha,3553,3394,67.16,0,0,2569.98,0.268149255
2015,Wabasha,4411,2140,50.37,0,0,1640.93,0.19908642
2016,Wabasha,3037,320,41.98,0,0,2374.58,0.411285238
2017,Wabasha,1777.31,3648.07,20.9875,0,953,1590.09,0.318305717
2018,Wabasha,1950.44,3375.19,0,0,0,2784.96,0.343373293
2019,Wabasha,1753.17,3405.38,0,0,4.84,2029.18,0.282794606
2020,Wabasha,2542.58,2251.57,0,0,0,1755.91,0.268075407
2021,Wabasha,158.12,5338.25,0,0,0,2073.23,0.273888977
2022,Wabasha,2048.32,3914.53,0,0,0,934.04,0.135429157
2023,Wabasha,3127.51,3598.78,0,0,0,1527.96,0.185111912
1991,Wadena,554.85,5054.56,821.8705,0,0,1980.5464,0.235447831
1992,Wadena,328.88,5455.66,815.57425,0,0,5976.3522,0.47520122
1993,Wadena,223.05,5904.57,815.57425,0,0,7337.065833,0.513790771
1994,Wadena,467.42,5441.49,815.57425,0,0,990.73344,0.128412895
1995,Wadena,0,6272.14,814.315,0,0,1464.05,0.171223805
1996,Wadena,68,5982,814.315,0,0,1871.41,0.214224921
1997,Wadena,0,6239.82,629.625,0,0,2101.337357,0.234242374
1998,Wadena,3266.47,2909.02,629.625,0,0,2434.100003,0.263453118
1999,Wadena,5356.54,1441.62,419.75,0,0,2531.297312,0.259641346
2000,Wadena,7024.45,0,419.75,0,0,2385.340227,0.24267058
2001,Wadena,8354.8,0,377.775,0,0,2089.180403,0.193053745
2002,Wadena,3275.13,5120.72,377.775,0,0,1537.514002,0.149111946
2003,Wadena,2389.62,6021,377.775,0,0,1570.96,0.151646507
2004,Wadena,1396.6,6454.93,377.775,0,0,6115.709996,0.426329983
2005,Wadena,2608.09,5748.05,377.775,0,0,7397.936778,0.458591914
2006,Wadena,2656.09,5672.64,377.775,0,0,8283.213603,0.487542719
2007,Wadena,2188.06,6318.56,377.775,0,0,8273.400002,0.482194828
2008,Wadena,2104.27,6067.61,377.775,0,0,6118.564246,0.417130678
2009,Wadena,1059.78,6248.37,377.775,0,0,6219.570005,0.447274261
2010,Wadena,1998.02,6165.83,377.775,0,0,7560.826544,0.469545058
2011,Wadena,1141.31,5768.54,377.775,0,62.65,7155.416003,0.497602355
2012,Wadena,836.01,5731.88,377.775,0,44.25,6649.544169,0.490766832
2013,Wadena,2041.51,4163.2,377.775,0,18,6869.452662,0.511320307
2014,Wadena,1469,4827,293.83,0,71.83,6748.03,0.508577007
2015,Wadena,557,5961,293.83,0,269.1,5051.18,0.43852883
2016,Wadena,646,5756,293.83,0,310.48,5468.82,0.463265713
2017,Wadena,1025.32,5758.02,251.85,0,303.46,6025.37,0.473572323
2018,Wadena,1715.32,4928.43,251.85,0,355.68,6368.01,0.493688731
2019,Wadena,1265.13,4854.66,251.85,0,240.37,5839.84,0.488297723
2020,Wadena,882.64,5196.28,251.85,0,86.31,5370.99,0.462951102
2021,Wadena,1356.42,4983.15,251.85,0,611.05,3138.58,0.362596642
2022,Wadena,1421,4910.23,230.8625,0,592.39,3003.97,0.354026364
2023,Wadena,1095.05,4943,214.0725,0,202.72,1678.42,0.231289719
1991,Waseca,8500,0,2007.66425,0,0,28554.38586,0.731000697
1992,Waseca,8900,0,1938.4055,0,0,32712.70378,0.751133652
1993,Waseca,10000,0,978.857,0,0,53353.85606,0.829342546
1994,Waseca,9700,0,585.1315,0,0,30560.3951,0.74819442
1995,Waseca,9400,600,575.0575,0,0,33346.66,0.759229418
1996,Waseca,6917.84,0,564.9835,1538.5,0,33062.76,0.785635738
1997,Waseca,4819.75,0,564.9835,2931.84,0,34169.35781,0.804251119
1998,Waseca,6718.83,3185.62,469.2805,0,0,36754.57838,0.779883243
1999,Waseca,6373,2797,469.2805,0,0,39562.76467,0.804087808
2000,Waseca,6849,2983,78.49325,0,0,37951.10206,0.792934331
2001,Waseca,7693,2904,78.49325,0,0,35039.33152,0.766476339
2002,Waseca,6973,2981,78.49325,0,0,33704.59106,0.770618151
2003,Waseca,7602,3391,78.49325,0,0,34203.08848,0.755458961
2004,Waseca,7289,3444,78.49325,0,0,37628.98801,0.776808715
2005,Waseca,6899,3548,78.49325,0,0,38996.54724,0.78745841
2006,Waseca,7743,2564,78.49325,0,0,37295.33592,0.782187235
2007,Waseca,7355,2567,77.65375,0,0,38698.136,0.794658981
2008,Waseca,5342,3133,77.65375,0,0,36160.09082,0.808720001
2009,Waseca,4974,3231,77.65375,0,0,31369.4,0.791116652
2010,Waseca,6599,2014,77.65375,0,0,32087,0.786877053
2011,Waseca,7855,2146,62.9625,0,0,37121.04,0.786712685
2012,Waseca,8893,1949,62.9625,0,0,42366.4016,0.795294101
2013,Waseca,9694,1832,62.9625,0,0,46624.54235,0.800923127
2014,Waseca,1206,0,62.96,0,48,41822.44,0.970584663
2015,Waseca,1130,0,62.96,0,48,32595.55,0.964743409
2016,Waseca,4439,0,62.96,0,56,25023.67,0.847812308
2017,Waseca,11099.81,0,62.9625,0,71,31720,0.740121255
2018,Waseca,4385.56,0,62.9625,0,100,5412,0.553384624
2019,Waseca,1282,0,62.9625,0,52.55,6822,0.836369554
2020,Waseca,5503,0,83.95,0,5,2135.66,0.277014497
2021,Waseca,6157.3,0,50.37,0,125.4,3475.17,0.367096441
2022,Waseca,4505,0,47.012,0,459.71,2443.16,0.389391811
2023,Waseca,6425,0,49.5305,0,2044.57,4889.07,0.517120512
1991,Washington,0,105208,0,0,0,13709.77392,0.115287845
1992,Washington,0,103364,0,0,0,17683.08816,0.146084375
1993,Washington,0,89297,0,0,476.74,20137.17202,0.187551096
1994,Washington,11895,74691,0,0,2974,21570.753,0.220863733
1995,Washington,21357.85,71609.89,0,0,3720.4,21783.51,0.215274372
1996,Washington,39194,67660,0,0,971,20755,0.168968735
1997,Washington,39461,74310,0,0,868.34,29633.96326,0.211420288
1998,Washington,42655,77852,0,0,435.68,27779.34924,0.189716543
1999,Washington,42693,71146,0,0,273.48,27273.66722,0.194836253
2000,Washington,37581.59,71052,0,0,5362.01,35881.9704,0.275184474
2001,Washington,30545.27,66499,0,0,77.64,33437.70009,0.256705271
2002,Washington,55782,86252,0,0,324.2,35899.66598,0.203210477
2003,Washington,35013,77404,0,0,2032.78,38355.63331,0.264312713
2004,Washington,27849,73509,0,0,2258,39255.26057,0.290564109
2005,Washington,25881,68225,0,0,2120.15,37745.14823,0.297565962
2006,Washington,41210,60299,0,0,2720.61,39673.14376,0.294600017
2007,Washington,33326,64599,0,0,2607.62,38815.94544,0.297265819
2008,Washington,31215,65383,0,0,4175.11,38356.8095,0.305699304
2009,Washington,21329,69334,0,0,4390.47,36937.8525,0.313113936
2010,Washington,21892,67693,0,0,8420.667,36538.0646,0.334157014
2011,Washington,19373,70743,0,0,8951.2,37602.59934,0.340629748
2012,Washington,18631,72482,0,0,11320.84,37537.17766,0.349058101
2013,Washington,25315,72541,0,0,13421.79,39210.97546,0.34974548
2014,Washington,22443,84062,209.88,0,27275.21,35381.05,0.369934689
2015,Washington,26642,87248,0,0,28153.5,34290.08,0.354121886
2016,Washington,42919,78705,0,0,29768,61327.5,0.428242357
2017,Washington,30189,84834,0,0,39963.16,71988.62,0.493234447
2018,Washington,22327.1,94690.7,0,0,43079.28,69243.79,0.489764733
2019,Washington,25058.89,94712.22,0,0,42142.32,62813.87,0.467038006
2020,Washington,31247.03,85130.43,0,0,40522.63,79473.96,0.507655515
2021,Washington,30216.3,87292.01,0,0,35559.25,83655.91,0.503605156
2022,Washington,25478.7,97331.5,0,0,50711,77234,0.510238671
2023,Washington,24607.52,90946.68,0,0,58691.36,90544.6,0.563600853
1991,Watonwan,7247.8,0,2000.10875,1645.07,0,1337.15052,0.109332493
1992,Watonwan,5696.25,0,1846.9,4948.65,0,2118.31996,0.144989909
1993,Watonwan,4991,0,1804.925,5281,250,2657.440229,0.194031591
1994,Watonwan,5866.066066,0,1741.9625,797.5,453.95,2740.401725,0.275377991
1995,Watonwan,5822,0,1710.48125,1580.1,464.07,2870.33,0.267888248
1996,Watonwan,6839.8,0,1223.57125,1064.82,458.9,3182.4,0.285156231
1997,Watonwan,5972.5,0,785.772,829.61,210,3267.011685,0.314238147
1998,Watonwan,6344.74,0,785.772,951.81,205,3328.401685,0.304191265
1999,Watonwan,7015.56,0,755.55,10.33,0,3495.807371,0.309987646
2000,Watonwan,6795.31,0,692.5875,0,0,3508.38933,0.319052184
2001,Watonwan,6097.27,0,684.1925,0,0,3138.187693,0.316360722
2002,Watonwan,7078,0,684.1925,0,0,3415.088109,0.305538371
2003,Watonwan,6875.15,0,1049.375,0,0,2970.710004,0.272661398
2004,Watonwan,6333,0,1049.375,57,0,2853.309999,0.277217266
2005,Watonwan,6842.42,0,1049.375,0,0,2802.439994,0.262051469
2006,Watonwan,8972.33,0,1049.375,0,0,2614.54,0.206907986
2007,Watonwan,8785.81,0,1049.375,0,0,1921.920496,0.163468848
2008,Watonwan,9009,0,986.4125,0,0,1467.430004,0.128016241
2009,Watonwan,8323.99,0,986.4125,0,0,1587.619997,0.14567964
2010,Watonwan,8598.92,0,986.4125,0,0,1597.658257,0.142865025
2011,Watonwan,9089,0,986.4125,0,0,1751.771804,0.148114019
2012,Watonwan,6078.03,0,986.4125,0,0,2343.577586,0.249104229
2013,Watonwan,5795.03,928.03,986.4125,473,0,5233.843291,0.390110323
2014,Watonwan,6124,574,986.41,0,0,3339.98,0.302962794
2015,Watonwan,3656,698,986.41,0,0,4688.89,0.467519169
2016,Watonwan,3821,723,839.5,0,0,3175.09,0.370982837
2017,Watonwan,5240.66,0,839.5,0,0,2314.88,0.275743773
2018,Watonwan,5675.95,0,713.575,0,0,1744.69,0.214487815
2019,Watonwan,4828.59,0,713.575,0,0,2662.53,0.324512977
2020,Watonwan,1829.01,0,713.575,0,0,3927.4,0.607018409
2021,Watonwan,2761.79,0,629.625,0,0,2791.9,0.451521554
2022,Watonwan,6542.65,0,629.625,0,13.02,2603.14,0.267270509
2023,Watonwan,3267.9,0,629.625,0,0,3285.46,0.457394802
1991,Wilkin,0,2527.93,1080.4365,0,0,142.48786,0.037988108
1992,Wilkin,0,1779.35,1015.795,0,0,358.85978,0.113779086
1993,Wilkin,0,2558.66,1007.4,0,0,446.8350113,0.111349789
1994,Wilkin,0,2208,1007.4,0,0,584.0293588,0.15371502
1995,Wilkin,0,2193.54,793.3275,0,0,607.39,0.168989005
1996,Wilkin,0,2091.86,793.3275,0,0,586.93,0.169040938
1997,Wilkin,0,2237.24,793.3275,0,0,712.031405,0.190250525
1998,Wilkin,2559.34,727.62,839.5,0,0,665.0738857,0.138801875
1999,Wilkin,2358,175,839.5,0,0,699.960002,0.171876458
2000,Wilkin,2347,175,839.5,0,0,665.3180228,0.165221775
2001,Wilkin,2425,448.5,839.5,0,0,733.1130455,0.16488853
2002,Wilkin,1917.35,184.68,839.5,0,0,783.2531742,0.210281549
2003,Wilkin,1951.07,250,839.5,0,0,994.6399987,0.246490269
2004,Wilkin,1989.79,202.24,839.5,0,0,1102.719999,0.266727943
2005,Wilkin,2043,55,839.5,0,0,686.9599968,0.18953444
2006,Wilkin,2127,0,839.5,0,0,1050.970002,0.261599963
2007,Wilkin,2342,0,839.5,0,0,1021.179999,0.242983049
2008,Wilkin,1501,0,839.5,0,0,1081.74,0.316091215
2009,Wilkin,1423,0,839.5,0,0,843.38,0.271543009
2010,Wilkin,1301,0,839.5,0,0,1026.644925,0.324154704
2011,Wilkin,1210,0,839.5,0,0,948.6265954,0.316406451
2012,Wilkin,1219.94,0,839.5,0,0,897.1108683,0.303431569
2013,Wilkin,946,0,839.5,0,0,1025.930001,0.364913941
2014,Wilkin,1210,0,1015.8,0,0.1,767.5,0.256430814
2015,Wilkin,1270,0,1015.8,0,0,738,0.244063761
2016,Wilkin,1265,0,1091.35,0,16,734.08,0.241460455
2017,Wilkin,1768,0,1091.35,0,13,948.44,0.251633824
2018,Wilkin,2659,0,1091.35,0,15,865.91,0.190209576
2019,Wilkin,3033,0,1091.35,0,16,741.67,0.155196005
2020,Wilkin,2607,0,1091.35,0,0,677.09,0.154747865
2021,Wilkin,2561,0,1091.35,0,18,705.81,0.165398432
2022,Wilkin,2464.05,0,382.812,0,12,795.35,0.220936826
2023,Wilkin,2243.5,0,382.812,0,9.5,779.42,0.231000412
1991,Winona,30078.27,0,1774.703,0,0,8121.92572,0.203175642
1992,Winona,23054,7024,1762.95,0,0,6992.57956,0.180065517
1993,Winona,17903,12000,1888.875,0,0,6636.278668,0.172693144
1994,Winona,19253,2062,1930.85,0,162.5,8905.009519,0.280611786
1995,Winona,22124,0,1930.85,0,1705,15553.02,0.417739557
1996,Winona,23557,1000,1909.8625,0,1762,10325,0.313509444
1997,Winona,26887,0,1687.395,0,1745,10943.30076,0.307500529
1998,Winona,30143,0,1687.395,0,0,11350.33079,0.262856415
1999,Winona,26468,500,1683.1975,0,624,11833.5937,0.30303965
2000,Winona,20090,0,1418.755,0,619,12584.17517,0.380364189
2001,Winona,19092,0,1418.755,0,1020,13856.06,0.420384259
2002,Winona,25758,0,1339.842,0,1248,14551.70926,0.368312615
2003,Winona,29604,0,1303.7435,0,1209,17373.2404,0.375474772
2004,Winona,33591,0,1138.78175,0,1103,19046.5974,0.367161541
2005,Winona,26929,49,1267.645,0,1166,19941.38012,0.427681587
2006,Winona,25891,0,1217.275,0,1027,23152.6218,0.471448886
2007,Winona,31639,0,1217.275,0,1000,27931.48265,0.468239725
2008,Winona,27950,415,1217.275,0,1467,29437.66418,0.510931196
2009,Winona,25117,348,1217.275,0,1460,31374.04999,0.551681408
2010,Winona,28512,402,881.475,0,1467,27982.56956,0.497080723
2011,Winona,28689,347,881.475,0,1570,24642.11891,0.466992848
2012,Winona,27021,0,881.475,0,9466,20493.34089,0.517773949
2013,Winona,25038,1683,847.895,0,9055,24052.39999,0.545639776
2014,Winona,24193,1647,839.5,0,8924,24321,0.554781433
2015,Winona,28029,1620,1091.35,0,8523.38,26967.39,0.535862447
2016,Winona,23046,4061,377.78,0,8502.5,20109.07,0.510043345
2017,Winona,24607,2420,86.88825,0,514.6,20882.97,0.441082803
2018,Winona,24665,2154,75.555,0,8565.32,19887.26,0.514075028
2019,Winona,25088,1354,37.7775,0,8076.53,20904.78,0.522552141
2020,Winona,25729,1393,75.555,0,8041,18478.73,0.493690811
2021,Winona,25602,1386,75.555,0,8000,19346.81,0.502602951
2022,Winona,20390,1949,75.555,0,8078.62,21949.05,0.572585736
2023,Winona,28745.29,1720.74,75.555,0,8122.58,22221.13,0.498375018
1991,Wright,38429,0,5299.34375,0,0,5906.48676,0.11899883
1992,Wright,28064,0,8591.443,11088,0,9980.42948,0.172899514
1993,Wright,12277.8,0,2728.375,24229.7,0,14240.35899,0.266293228
1994,Wright,10558,0,2728.375,19558,0,11847.83814,0.265098488
1995,Wright,3759,0,1741.54275,19187,0,11661.42,0.320818508
1996,Wright,9223,0,1741.54275,15616.4,0,11309.14,0.298472296
1997,Wright,20527.6,0,1679,0,0,9329.899531,0.295844487
1998,Wright,28077,0,1259.25,0,0,8456.445294,0.223758724
1999,Wright,28223,0,1259.25,0,0,8568.58451,0.225187821
2000,Wright,37050,0,1259.25,0,0,8715.43742,0.185337488
2001,Wright,39735,0,1259.25,0,0,9254.176821,0.184168489
2002,Wright,42913.8,0,1259.25,0,0,7327.982475,0.142288069
2003,Wright,46217,0,1469.125,0,0,8885.404814,0.157064956
2004,Wright,46930,0,1259.25,0,0,15663.69395,0.245308877
2005,Wright,48000,0,1679,0,0,16787.78002,0.252573993
2006,Wright,50400,0,1511.1,0,0,15391.6551,0.228692794
2007,Wright,52920,0,1469.125,0,0,8251.555105,0.131728377
2008,Wright,53980,5,1427.15,0,0,8593.105498,0.134256249
2009,Wright,72059.4,0,1343.2,0,1.75,13379.77716,0.154193256
2010,Wright,75650,0,1133.325,0,0,10045.03471,0.115688408
2011,Wright,75700,0,1049.375,0,84.05,10377.39989,0.119955864
2012,Wright,72083.94,0,1007.4,0,0,11992.32562,0.140947449
2013,Wright,68925.28,0,881.475,0,44.1,13098.80582,0.158444359
2014,Wright,83502,0,797.53,0,168.63,11337.34,0.120097176
2015,Wright,84134,0,629.63,0,2315.98,12662.55,0.150172505
2016,Wright,92406,0,377.78,0,11416.92,11647.82,0.199093955
2017,Wright,93846,3291.54,314.8125,0,12033.9,15638.92,0.221161094
2018,Wright,94247,6323.55,293.825,0,13419.49,14541.92,0.217048241
2019,Wright,93599,131.1,293.825,0,3823.99,13485.64,0.155475409
2020,Wright,112091.04,0,272.8375,0,2699.23,11445.07,0.111805421
2021,Wright,106486.49,0,272.8375,0,2564.26,10820.9,0.111408857
2022,Wright,91149.13,0,238.418,0,2770.68,15813.31,0.168989089
2023,Wright,91357.05,0,503.7,0,8286.01,29867.11,0.293454229
1991,Yellow Medicine,2524,0,2140.725,0,0,747.6358,0.138134878
1992,Yellow Medicine,2458.3,0,1933.78825,0,0,751.3034,0.146071591
1993,Yellow Medicine,2651,0,1930.85,0,0,847.6073293,0.156112716
1994,Yellow Medicine,3257.36,0,1427.15,0,0,1290.331973,0.215960854
1995,Yellow Medicine,3771.67,0,1242.46,0,0,1499.93,0.230260391
1996,Yellow Medicine,3747,0,1217.275,0,0,925.88,0.15719111
1997,Yellow Medicine,4356.5,0,1257.99075,0,0,1842.336854,0.247067111
1998,Yellow Medicine,3978.8,0,1257.99075,0,0,2630.510302,0.334359939
1999,Yellow Medicine,3460.99,0,1220.21325,0,0,2468.700003,0.3452774
2000,Yellow Medicine,3244.6,0,1220.21325,0,0,1536.12854,0.255981243
2001,Yellow Medicine,3235.54,0,1220.21325,0,0,1871.491136,0.29578297
